RNAseq	miRNAseq	validated_c	predicted_c	normalized_counts_RNA_vs_miRNA_normalized_counts_correlation	Eigengene_RNA_vs_miRNA_Eigengene_correlation	Eigengene_RNA_vs_miRNA_hub_1_correlation	Eigengene_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_Eigengene_correlation	hub_1_RNA_vs_miRNA_hub_1_correlation	Target_SYMBOL	miRNA_name
ENSMUSG00000040447	MIMAT0000158	0	0	0.78	0.53	0.65	0.7	0.69	0.55	0.66	Spns2	mmu-miR-146a-5p
ENSMUSG00000040447	MIMAT0000165	1	0	0.8	0.53	0.65	0.87	0.87	0.55	0.66	Spns2	mmu-miR-155-5p
ENSMUSG00000040452	MIMAT0000154	0	5	-0.42	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Cdh12	mmu-miR-142a-5p
ENSMUSG00000040452	MIMAT0000158	0	5	-0.48	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Cdh12	mmu-miR-146a-5p
ENSMUSG00000040452	MIMAT0000165	0	6	-0.71	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Cdh12	mmu-miR-155-5p
ENSMUSG00000040455	MIMAT0000154	0	5	-0.59	-0.18	-0.35	-0.57	-0.58	-0.15	-0.32	Usp45	mmu-miR-142a-5p
ENSMUSG00000040455	MIMAT0000158	0	0	-0.71	-0.88	-0.84	-0.74	-0.7	-0.83	-0.82	Usp45	mmu-miR-146a-5p
ENSMUSG00000040455	MIMAT0000165	1	5	-0.77	-0.88	-0.84	-0.75	-0.72	-0.83	-0.82	Usp45	mmu-miR-155-5p
ENSMUSG00000040466	MIMAT0000154	0	0	0.52	-0.09	0.12	0.55	0.58	0.04	0.25	Blvrb	mmu-miR-142a-5p
ENSMUSG00000040466	MIMAT0000158	0	0	0.44	0.72	0.81	0.58	0.64	0.82	0.84	Blvrb	mmu-miR-146a-5p
ENSMUSG00000040466	MIMAT0000165	1	0	0.7	0.72	0.81	0.72	0.72	0.82	0.84	Blvrb	mmu-miR-155-5p
ENSMUSG00000040473	MIMAT0000154	0	3	-0.26	0.35	0.11	-0.26	-0.21	0.42	0.22	Cfap69	mmu-miR-142a-5p
ENSMUSG00000040473	MIMAT0000158	0	0	-0.46	-0.46	-0.69	-0.31	-0.36	-0.48	-0.66	Cfap69	mmu-miR-146a-5p
ENSMUSG00000040473	MIMAT0000165	0	0	-0.63	-0.46	-0.69	-0.53	-0.61	-0.48	-0.66	Cfap69	mmu-miR-155-5p
ENSMUSG00000040479	MIMAT0000154	0	0	0.36	-0.04	0.06	0.57	0.56	-0.08	0.05	Dgkz	mmu-miR-142a-5p
ENSMUSG00000040479	MIMAT0000158	0	0	0.7	0.66	0.66	0.81	0.79	0.66	0.71	Dgkz	mmu-miR-146a-5p
ENSMUSG00000040479	MIMAT0000165	1	1	0.8	0.66	0.66	0.95	0.91	0.66	0.71	Dgkz	mmu-miR-155-5p
ENSMUSG00000040482	MIMAT0000154	0	0	0.6	0.02	0.08	0.65	0.67	0.05	0.09	Dxo	mmu-miR-142a-5p
ENSMUSG00000040482	MIMAT0000158	0	0	0.76	0.72	0.7	0.8	0.83	0.7	0.69	Dxo	mmu-miR-146a-5p
ENSMUSG00000040482	MIMAT0000165	0	0	0.89	0.72	0.7	0.93	0.92	0.7	0.69	Dxo	mmu-miR-155-5p
ENSMUSG00000040511	MIMAT0000154	1	2	0.71	0.3	0.34	0.82	0.81	0.29	0.35	Pvr	mmu-miR-142a-5p
ENSMUSG00000040511	MIMAT0000158	1	4	0.79	0.72	0.67	0.92	0.93	0.73	0.68	Pvr	mmu-miR-146a-5p
ENSMUSG00000040511	MIMAT0000165	1	0	0.63	0.72	0.67	0.97	0.98	0.73	0.68	Pvr	mmu-miR-155-5p
ENSMUSG00000040520	MIMAT0000154	0	0	-0.49	0.11	0.01	-0.5	-0.55	0.13	0	Manea	mmu-miR-142a-5p
ENSMUSG00000040520	MIMAT0000158	0	0	-0.71	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Manea	mmu-miR-146a-5p
ENSMUSG00000040520	MIMAT0000165	1	0	-0.81	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Manea	mmu-miR-155-5p
ENSMUSG00000040524	MIMAT0000154	0	0	0.39	0.12	0.06	0.49	0.51	0.04	0.02	Zfp609	mmu-miR-142a-5p
ENSMUSG00000040524	MIMAT0000158	0	0	0.65	0.46	0.36	0.81	0.84	0.51	0.48	Zfp609	mmu-miR-146a-5p
ENSMUSG00000040524	MIMAT0000165	1	2	0.56	0.46	0.36	0.86	0.88	0.51	0.48	Zfp609	mmu-miR-155-5p
ENSMUSG00000040537	MIMAT0000154	0	3	-0.62	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Adam22	mmu-miR-142a-5p
ENSMUSG00000040537	MIMAT0000158	0	4	-0.81	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Adam22	mmu-miR-146a-5p
ENSMUSG00000040537	MIMAT0000165	0	0	-0.95	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Adam22	mmu-miR-155-5p
ENSMUSG00000040549	MIMAT0000154	0	0	-0.56	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Ckap5	mmu-miR-142a-5p
ENSMUSG00000040549	MIMAT0000158	0	0	-0.69	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Ckap5	mmu-miR-146a-5p
ENSMUSG00000040549	MIMAT0000165	1	7	-0.75	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Ckap5	mmu-miR-155-5p
ENSMUSG00000040552	MIMAT0000154	0	0	0.81	0.3	0.34	0.82	0.81	0.29	0.35	C3ar1	mmu-miR-142a-5p
ENSMUSG00000040552	MIMAT0000158	0	3	0.92	0.72	0.67	0.92	0.93	0.73	0.68	C3ar1	mmu-miR-146a-5p
ENSMUSG00000040552	MIMAT0000165	1	0	0.91	0.72	0.67	0.97	0.98	0.73	0.68	C3ar1	mmu-miR-155-5p
ENSMUSG00000040560	MIMAT0000154	0	0	-0.76	-0.36	-0.61	-0.75	-0.67	-0.28	-0.56	Wdr7	mmu-miR-142a-5p
ENSMUSG00000040560	MIMAT0000158	0	3	-0.58	-0.74	-0.82	-0.61	-0.54	-0.67	-0.73	Wdr7	mmu-miR-146a-5p
ENSMUSG00000040560	MIMAT0000165	1	0	-0.54	-0.74	-0.82	-0.52	-0.5	-0.67	-0.73	Wdr7	mmu-miR-155-5p
ENSMUSG00000040563	MIMAT0000154	0	3	0.38	0.3	0.34	0.82	0.81	0.29	0.35	Plppr2	mmu-miR-142a-5p
ENSMUSG00000040563	MIMAT0000158	0	0	0.8	0.72	0.67	0.92	0.93	0.73	0.68	Plppr2	mmu-miR-146a-5p
ENSMUSG00000040563	MIMAT0000165	1	0	0.76	0.72	0.67	0.97	0.98	0.73	0.68	Plppr2	mmu-miR-155-5p
ENSMUSG00000040569	MIMAT0000154	0	0	-0.35	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Slc26a7	mmu-miR-142a-5p
ENSMUSG00000040569	MIMAT0000158	0	0	-0.7	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Slc26a7	mmu-miR-146a-5p
ENSMUSG00000040569	MIMAT0000165	0	0	-0.8	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Slc26a7	mmu-miR-155-5p
ENSMUSG00000040570	MIMAT0000154	0	0	-0.33	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Rundc3b	mmu-miR-142a-5p
ENSMUSG00000040570	MIMAT0000158	0	0	-0.59	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Rundc3b	mmu-miR-146a-5p
ENSMUSG00000040570	MIMAT0000165	1	3	-0.76	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Rundc3b	mmu-miR-155-5p
ENSMUSG00000040613	MIMAT0000154	0	0	0.7	0.3	0.34	0.82	0.81	0.29	0.35	Apobec1	mmu-miR-142a-5p
ENSMUSG00000040613	MIMAT0000158	0	0	0.8	0.72	0.67	0.92	0.93	0.73	0.68	Apobec1	mmu-miR-146a-5p
ENSMUSG00000040613	MIMAT0000165	1	3	0.93	0.72	0.67	0.97	0.98	0.73	0.68	Apobec1	mmu-miR-155-5p
ENSMUSG00000040618	MIMAT0000154	0	0	0.13	-0.19	0.06	0.46	0.34	-0.33	-0.1	Pck2	mmu-miR-142a-5p
ENSMUSG00000040618	MIMAT0000158	0	0	0.35	0.66	0.75	0.6	0.53	0.57	0.71	Pck2	mmu-miR-146a-5p
ENSMUSG00000040618	MIMAT0000165	0	0	0.55	0.66	0.75	0.76	0.69	0.57	0.71	Pck2	mmu-miR-155-5p
ENSMUSG00000040624	MIMAT0000154	0	0	0.76	-0.04	0.06	0.57	0.56	-0.08	0.05	Plekhg1	mmu-miR-142a-5p
ENSMUSG00000040624	MIMAT0000158	0	0	0.78	0.66	0.66	0.81	0.79	0.66	0.71	Plekhg1	mmu-miR-146a-5p
ENSMUSG00000040624	MIMAT0000165	1	0	0.74	0.66	0.66	0.95	0.91	0.66	0.71	Plekhg1	mmu-miR-155-5p
ENSMUSG00000040648	MIMAT0000154	1	6	-0.59	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Ppip5k2	mmu-miR-142a-5p
ENSMUSG00000040648	MIMAT0000158	0	0	-0.72	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Ppip5k2	mmu-miR-146a-5p
ENSMUSG00000040648	MIMAT0000165	0	0	-0.85	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Ppip5k2	mmu-miR-155-5p
ENSMUSG00000040649	MIMAT0000154	0	3	-0.47	-0.18	-0.35	-0.57	-0.58	-0.15	-0.32	Rimklb	mmu-miR-142a-5p
ENSMUSG00000040649	MIMAT0000158	0	5	-0.74	-0.88	-0.84	-0.74	-0.7	-0.83	-0.82	Rimklb	mmu-miR-146a-5p
ENSMUSG00000040649	MIMAT0000165	0	2	-0.83	-0.88	-0.84	-0.75	-0.72	-0.83	-0.82	Rimklb	mmu-miR-155-5p
ENSMUSG00000040651	MIMAT0000154	1	3	-0.45	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Tasor	mmu-miR-142a-5p
ENSMUSG00000040651	MIMAT0000158	0	5	-0.67	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Tasor	mmu-miR-146a-5p
ENSMUSG00000040651	MIMAT0000165	0	0	-0.83	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Tasor	mmu-miR-155-5p
ENSMUSG00000040690	MIMAT0000154	0	0	0.71	-0.04	0.06	0.57	0.56	-0.08	0.05	Col16a1	mmu-miR-142a-5p
ENSMUSG00000040690	MIMAT0000158	0	0	0.69	0.66	0.66	0.81	0.79	0.66	0.71	Col16a1	mmu-miR-146a-5p
ENSMUSG00000040690	MIMAT0000165	0	0	0.67	0.66	0.66	0.95	0.91	0.66	0.71	Col16a1	mmu-miR-155-5p
ENSMUSG00000040699	MIMAT0000154	0	0	0.53	0.04	0.26	0.6	0.55	-0.02	0.17	Limd2	mmu-miR-142a-5p
ENSMUSG00000040699	MIMAT0000158	0	0	0.67	0.7	0.69	0.7	0.66	0.75	0.71	Limd2	mmu-miR-146a-5p
ENSMUSG00000040699	MIMAT0000165	1	0	0.73	0.7	0.69	0.68	0.69	0.75	0.71	Limd2	mmu-miR-155-5p
ENSMUSG00000040711	MIMAT0000154	0	0	0.61	0.12	0.06	0.49	0.51	0.04	0.02	Sh3pxd2b	mmu-miR-142a-5p
ENSMUSG00000040711	MIMAT0000158	0	3	0.89	0.46	0.36	0.81	0.84	0.51	0.48	Sh3pxd2b	mmu-miR-146a-5p
ENSMUSG00000040711	MIMAT0000165	1	2	0.85	0.46	0.36	0.86	0.88	0.51	0.48	Sh3pxd2b	mmu-miR-155-5p
ENSMUSG00000040712	MIMAT0000154	0	0	0.25	-0.04	0.06	0.57	0.56	-0.08	0.05	Camta2	mmu-miR-142a-5p
ENSMUSG00000040712	MIMAT0000158	0	0	0.67	0.66	0.66	0.81	0.79	0.66	0.71	Camta2	mmu-miR-146a-5p
ENSMUSG00000040712	MIMAT0000165	0	0	0.75	0.66	0.66	0.95	0.91	0.66	0.71	Camta2	mmu-miR-155-5p
ENSMUSG00000040720	MIMAT0000154	1	5	-0.65	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Virma	mmu-miR-142a-5p
ENSMUSG00000040720	MIMAT0000158	0	4	-0.61	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Virma	mmu-miR-146a-5p
ENSMUSG00000040720	MIMAT0000165	0	0	-0.76	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Virma	mmu-miR-155-5p
ENSMUSG00000040722	MIMAT0000154	0	0	-0.04	-0.11	-0.01	0.42	0.47	-0.09	0.06	Scamp5	mmu-miR-142a-5p
ENSMUSG00000040722	MIMAT0000158	0	5	0.27	0.67	0.6	0.67	0.7	0.75	0.73	Scamp5	mmu-miR-146a-5p
ENSMUSG00000040722	MIMAT0000165	0	0	0.45	0.67	0.6	0.83	0.78	0.75	0.73	Scamp5	mmu-miR-155-5p
ENSMUSG00000040723	MIMAT0000154	0	0	0.79	0.3	0.34	0.82	0.81	0.29	0.35	Rcsd1	mmu-miR-142a-5p
ENSMUSG00000040723	MIMAT0000158	0	5	0.75	0.72	0.67	0.92	0.93	0.73	0.68	Rcsd1	mmu-miR-146a-5p
ENSMUSG00000040723	MIMAT0000165	1	0	0.85	0.72	0.67	0.97	0.98	0.73	0.68	Rcsd1	mmu-miR-155-5p
ENSMUSG00000040729	MIMAT0000154	0	7	-0.37	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Cep126	mmu-miR-142a-5p
ENSMUSG00000040729	MIMAT0000158	0	0	-0.65	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Cep126	mmu-miR-146a-5p
ENSMUSG00000040729	MIMAT0000165	1	0	-0.69	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Cep126	mmu-miR-155-5p
ENSMUSG00000040734	MIMAT0000154	0	3	0.17	-0.11	-0.14	0.52	0.57	-0.05	-0.06	Ppp1r13l	mmu-miR-142a-5p
ENSMUSG00000040734	MIMAT0000158	0	0	0.42	0.51	0.54	0.7	0.7	0.52	0.53	Ppp1r13l	mmu-miR-146a-5p
ENSMUSG00000040734	MIMAT0000165	1	1	0.5	0.51	0.54	0.89	0.94	0.52	0.53	Ppp1r13l	mmu-miR-155-5p
ENSMUSG00000040738	MIMAT0000154	0	0	0.14	0.39	0.11	0.11	0.1	0.3	0.04	Ints8	mmu-miR-142a-5p
ENSMUSG00000040738	MIMAT0000158	0	0	0.1	-0.24	-0.42	0.1	0.18	-0.18	-0.38	Ints8	mmu-miR-146a-5p
ENSMUSG00000040738	MIMAT0000165	0	0	0.02	-0.24	-0.42	0.09	0.22	-0.18	-0.38	Ints8	mmu-miR-155-5p
ENSMUSG00000040747	MIMAT0000154	0	0	0.8	0.3	0.34	0.82	0.81	0.29	0.35	Cd53	mmu-miR-142a-5p
ENSMUSG00000040747	MIMAT0000158	0	3	0.9	0.72	0.67	0.92	0.93	0.73	0.68	Cd53	mmu-miR-146a-5p
ENSMUSG00000040747	MIMAT0000165	1	1	0.92	0.72	0.67	0.97	0.98	0.73	0.68	Cd53	mmu-miR-155-5p
ENSMUSG00000040751	MIMAT0000154	0	0	0.88	0.39	0.44	0.89	0.85	0.41	0.42	Lat2	mmu-miR-142a-5p
ENSMUSG00000040751	MIMAT0000158	0	0	0.69	0.72	0.71	0.84	0.84	0.76	0.7	Lat2	mmu-miR-146a-5p
ENSMUSG00000040751	MIMAT0000165	1	5	0.76	0.72	0.71	0.9	0.88	0.76	0.7	Lat2	mmu-miR-155-5p
ENSMUSG00000040760	MIMAT0000154	0	3	-0.6	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Appl1	mmu-miR-142a-5p
ENSMUSG00000040760	MIMAT0000158	0	4	-0.8	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Appl1	mmu-miR-146a-5p
ENSMUSG00000040760	MIMAT0000165	1	0	-0.9	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Appl1	mmu-miR-155-5p
ENSMUSG00000040785	MIMAT0000154	0	0	-0.69	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Ttc3	mmu-miR-142a-5p
ENSMUSG00000040785	MIMAT0000158	0	3	-0.79	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Ttc3	mmu-miR-146a-5p
ENSMUSG00000040785	MIMAT0000165	1	0	-0.89	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Ttc3	mmu-miR-155-5p
ENSMUSG00000040809	MIMAT0000154	0	0	0.83	0.34	0.47	0.6	0.59	0.35	0.42	Chil3	mmu-miR-142a-5p
ENSMUSG00000040809	MIMAT0000158	0	0	0.86	0.86	0.74	0.75	0.81	0.85	0.66	Chil3	mmu-miR-146a-5p
ENSMUSG00000040809	MIMAT0000165	1	1	0.73	0.86	0.74	0.65	0.71	0.85	0.66	Chil3	mmu-miR-155-5p
ENSMUSG00000040838	MIMAT0000154	0	0	-0.56	0.1	-0.1	-0.58	-0.56	0.13	-0.06	NA	mmu-miR-142a-5p
ENSMUSG00000040838	MIMAT0000158	0	0	-0.58	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	NA	mmu-miR-146a-5p
ENSMUSG00000040838	MIMAT0000165	0	0	-0.77	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	NA	mmu-miR-155-5p
ENSMUSG00000040842	MIMAT0000154	0	0	0.83	0.3	0.34	0.82	0.81	0.29	0.35	Szrd1	mmu-miR-142a-5p
ENSMUSG00000040842	MIMAT0000158	0	0	0.83	0.72	0.67	0.92	0.93	0.73	0.68	Szrd1	mmu-miR-146a-5p
ENSMUSG00000040842	MIMAT0000165	1	1	0.76	0.72	0.67	0.97	0.98	0.73	0.68	Szrd1	mmu-miR-155-5p
ENSMUSG00000040850	MIMAT0000154	1	3	0.05	0.35	0.11	-0.26	-0.21	0.42	0.22	Psme4	mmu-miR-142a-5p
ENSMUSG00000040850	MIMAT0000158	0	5	-0.19	-0.46	-0.69	-0.31	-0.36	-0.48	-0.66	Psme4	mmu-miR-146a-5p
ENSMUSG00000040850	MIMAT0000165	1	4	-0.37	-0.46	-0.69	-0.53	-0.61	-0.48	-0.66	Psme4	mmu-miR-155-5p
ENSMUSG00000040857	MIMAT0000154	0	0	0.25	-0.11	-0.01	0.42	0.47	-0.09	0.06	Erf	mmu-miR-142a-5p
ENSMUSG00000040857	MIMAT0000158	0	0	0.48	0.67	0.6	0.67	0.7	0.75	0.73	Erf	mmu-miR-146a-5p
ENSMUSG00000040857	MIMAT0000165	1	3	0.63	0.67	0.6	0.83	0.78	0.75	0.73	Erf	mmu-miR-155-5p
ENSMUSG00000040865	MIMAT0000154	1	4	-0.16	0.35	0.11	-0.26	-0.21	0.42	0.22	Ino80d	mmu-miR-142a-5p
ENSMUSG00000040865	MIMAT0000158	0	5	-0.16	-0.46	-0.69	-0.31	-0.36	-0.48	-0.66	Ino80d	mmu-miR-146a-5p
ENSMUSG00000040865	MIMAT0000165	1	2	-0.36	-0.46	-0.69	-0.53	-0.61	-0.48	-0.66	Ino80d	mmu-miR-155-5p
ENSMUSG00000040867	MIMAT0000154	0	0	0.12	-0.04	0.06	0.57	0.56	-0.08	0.05	Begain	mmu-miR-142a-5p
ENSMUSG00000040867	MIMAT0000158	0	0	0.3	0.66	0.66	0.81	0.79	0.66	0.71	Begain	mmu-miR-146a-5p
ENSMUSG00000040867	MIMAT0000165	0	0	0.66	0.66	0.66	0.95	0.91	0.66	0.71	Begain	mmu-miR-155-5p
ENSMUSG00000040896	MIMAT0000154	0	3	-0.4	-0.18	-0.35	-0.57	-0.58	-0.15	-0.32	Kcnd3	mmu-miR-142a-5p
ENSMUSG00000040896	MIMAT0000158	0	6	-0.58	-0.88	-0.84	-0.74	-0.7	-0.83	-0.82	Kcnd3	mmu-miR-146a-5p
ENSMUSG00000040896	MIMAT0000165	0	4	-0.77	-0.88	-0.84	-0.75	-0.72	-0.83	-0.82	Kcnd3	mmu-miR-155-5p
ENSMUSG00000040913	MIMAT0000154	0	0	0.55	0.02	0.08	0.65	0.67	0.05	0.09	Fbxw4	mmu-miR-142a-5p
ENSMUSG00000040913	MIMAT0000158	0	0	0.56	0.72	0.7	0.8	0.83	0.7	0.69	Fbxw4	mmu-miR-146a-5p
ENSMUSG00000040913	MIMAT0000165	1	0	0.69	0.72	0.7	0.93	0.92	0.7	0.69	Fbxw4	mmu-miR-155-5p
ENSMUSG00000040918	MIMAT0000154	0	0	-0.58	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Slc19a2	mmu-miR-142a-5p
ENSMUSG00000040918	MIMAT0000158	0	0	-0.75	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Slc19a2	mmu-miR-146a-5p
ENSMUSG00000040918	MIMAT0000165	1	1	-0.79	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Slc19a2	mmu-miR-155-5p
ENSMUSG00000040929	MIMAT0000154	0	0	-0.71	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Rfx3	mmu-miR-142a-5p
ENSMUSG00000040929	MIMAT0000158	0	0	-0.79	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Rfx3	mmu-miR-146a-5p
ENSMUSG00000040929	MIMAT0000165	1	2	-0.93	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Rfx3	mmu-miR-155-5p
ENSMUSG00000040943	MIMAT0000154	1	1	-0.51	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Tet2	mmu-miR-142a-5p
ENSMUSG00000040943	MIMAT0000158	0	0	-0.59	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Tet2	mmu-miR-146a-5p
ENSMUSG00000040943	MIMAT0000165	1	0	-0.78	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Tet2	mmu-miR-155-5p
ENSMUSG00000040945	MIMAT0000154	0	0	0.6	-0.04	0.06	0.57	0.56	-0.08	0.05	Rcc2	mmu-miR-142a-5p
ENSMUSG00000040945	MIMAT0000158	0	0	0.74	0.66	0.66	0.81	0.79	0.66	0.71	Rcc2	mmu-miR-146a-5p
ENSMUSG00000040945	MIMAT0000165	0	0	0.9	0.66	0.66	0.95	0.91	0.66	0.71	Rcc2	mmu-miR-155-5p
ENSMUSG00000040950	MIMAT0000154	0	0	0.87	0.39	0.44	0.89	0.85	0.41	0.42	Mgl2	mmu-miR-142a-5p
ENSMUSG00000040950	MIMAT0000158	0	0	0.77	0.72	0.71	0.84	0.84	0.76	0.7	Mgl2	mmu-miR-146a-5p
ENSMUSG00000040950	MIMAT0000165	0	0	0.78	0.72	0.71	0.9	0.88	0.76	0.7	Mgl2	mmu-miR-155-5p
ENSMUSG00000040998	MIMAT0000154	0	3	0.45	0.12	0.06	0.49	0.51	0.04	0.02	Npnt	mmu-miR-142a-5p
ENSMUSG00000040998	MIMAT0000158	0	0	0.8	0.46	0.36	0.81	0.84	0.51	0.48	Npnt	mmu-miR-146a-5p
ENSMUSG00000040998	MIMAT0000165	0	0	0.7	0.46	0.36	0.86	0.88	0.51	0.48	Npnt	mmu-miR-155-5p
ENSMUSG00000041020	MIMAT0000154	0	2	-0.62	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Map7d2	mmu-miR-142a-5p
ENSMUSG00000041020	MIMAT0000158	0	0	-0.73	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Map7d2	mmu-miR-146a-5p
ENSMUSG00000041020	MIMAT0000165	0	3	-0.7	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Map7d2	mmu-miR-155-5p
ENSMUSG00000041058	MIMAT0000154	1	7	-0.5	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Wwp1	mmu-miR-142a-5p
ENSMUSG00000041058	MIMAT0000158	0	0	-0.66	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Wwp1	mmu-miR-146a-5p
ENSMUSG00000041058	MIMAT0000165	1	1	-0.82	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Wwp1	mmu-miR-155-5p
ENSMUSG00000041073	MIMAT0000154	0	0	0.41	-0.11	-0.01	0.42	0.47	-0.09	0.06	Nacad	mmu-miR-142a-5p
ENSMUSG00000041073	MIMAT0000158	0	0	0.64	0.67	0.6	0.67	0.7	0.75	0.73	Nacad	mmu-miR-146a-5p
ENSMUSG00000041073	MIMAT0000165	1	0	0.68	0.67	0.6	0.83	0.78	0.75	0.73	Nacad	mmu-miR-155-5p
ENSMUSG00000041130	MIMAT0000154	0	0	0.48	0.04	0.26	0.6	0.55	-0.02	0.17	Zfp598	mmu-miR-142a-5p
ENSMUSG00000041130	MIMAT0000158	0	2	0.72	0.7	0.69	0.7	0.66	0.75	0.71	Zfp598	mmu-miR-146a-5p
ENSMUSG00000041130	MIMAT0000165	0	0	0.62	0.7	0.69	0.68	0.69	0.75	0.71	Zfp598	mmu-miR-155-5p
ENSMUSG00000041133	MIMAT0000154	0	0	-0.48	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Smc1a	mmu-miR-142a-5p
ENSMUSG00000041133	MIMAT0000158	0	0	-0.68	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Smc1a	mmu-miR-146a-5p
ENSMUSG00000041133	MIMAT0000165	1	0	-0.71	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Smc1a	mmu-miR-155-5p
ENSMUSG00000041147	MIMAT0000154	0	0	-0.69	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Brca2	mmu-miR-142a-5p
ENSMUSG00000041147	MIMAT0000158	0	0	-0.84	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Brca2	mmu-miR-146a-5p
ENSMUSG00000041147	MIMAT0000165	1	0	-0.89	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Brca2	mmu-miR-155-5p
ENSMUSG00000041164	MIMAT0000154	0	0	0.31	-0.04	0.06	0.57	0.56	-0.08	0.05	Zmiz2	mmu-miR-142a-5p
ENSMUSG00000041164	MIMAT0000158	0	0	0.63	0.66	0.66	0.81	0.79	0.66	0.71	Zmiz2	mmu-miR-146a-5p
ENSMUSG00000041164	MIMAT0000165	0	0	0.83	0.66	0.66	0.95	0.91	0.66	0.71	Zmiz2	mmu-miR-155-5p
ENSMUSG00000041203	MIMAT0000154	0	0	0.57	-0.16	-0.04	0.59	0.63	-0.09	-0.03	Trir	mmu-miR-142a-5p
ENSMUSG00000041203	MIMAT0000158	0	2	0.69	0.53	0.65	0.7	0.69	0.55	0.66	Trir	mmu-miR-146a-5p
ENSMUSG00000041203	MIMAT0000165	1	0	0.92	0.53	0.65	0.87	0.87	0.55	0.66	Trir	mmu-miR-155-5p
ENSMUSG00000041216	MIMAT0000154	0	0	-0.33	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Clvs1	mmu-miR-142a-5p
ENSMUSG00000041216	MIMAT0000158	0	0	-0.47	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Clvs1	mmu-miR-146a-5p
ENSMUSG00000041216	MIMAT0000165	0	0	-0.59	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Clvs1	mmu-miR-155-5p
ENSMUSG00000041229	MIMAT0000154	0	4	-0.68	0.03	-0.21	-0.52	-0.48	0.02	-0.23	Phf8	mmu-miR-142a-5p
ENSMUSG00000041229	MIMAT0000158	0	4	-0.56	-0.55	-0.57	-0.55	-0.43	-0.44	-0.47	Phf8	mmu-miR-146a-5p
